
"Data da Carga da Base";"Exercício Financeiro (Lan-Ef)";"Ação (código)";"Ação (nome)";"Plano Orçamentário (código)";"Plano Orçamentário (nome)";"Grupo de Despesa (código)";"Grupo de Despesa (nome)";"Resultado Lei (código)";"Resultado Lei (nome)";"Modalidade de Aplicação (código)";"Modalidade de Aplicação (nome)";"Fonte (código)";"Fonte (nome)";"Valor dotação inicial";"Valor dotação atualizada";"Valor Total Empenhado";"Valor Liquidado";"Valor Pago"
"04/06/22";"2016";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR";"0001";"ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"113425412,00";"125915895,00";"125835334,14";"125616825,50";"125615043,52"
"04/06/22";"2016";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR";"0001";"ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"50";"REC.PROPRIOS PRIMARIOS DE LIVRE APLICACAO";"1700000,00";"1700000,00";"1119711,94";"869711,94";"869711,94"
"04/06/22";"2016";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR";"0001";"ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO";"4";"INVESTIMENTOS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"380000,00";"14450,00";"6450,00";"6450,00";"6450,00"
"04/06/22";"2016";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR";"0002";"EXAMES PERIODICOS - CIVIS";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"0,00";"10906,00";"3685,00";"3685,00";"3685,00"
"04/06/22";"2016";"2010";"ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DOS SERVIDORES CIVIS";"0001";"ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DOS SERVIDORES CIVIS E DE EMPREGADOS";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"8068284,00";"9574507,00";"9556519,98";"9556519,98";"9556519,98"
"04/06/22";"2016";"2011";"AUXILIO-TRANSPORTE AOS SERVIDORES CIVIS, EMPREGADOS E MILITA";"0001";"AUXILIO-TRANSPORTE - CIVIS";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"192000,00";"552910,00";"510676,13";"510676,13";"510676,13"
"04/06/22";"2016";"2012";"AUXILIO-ALIMENTACAO AOS SERVIDORES CIVIS, EMPREGADOS E MILIT";"0001";"AUXILIO-ALIMENTACAO DE CIVIS";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"61691580,00";"67660071,00";"67554290,20";"67554290,20";"67554290,20"
"04/06/22";"2016";"20TP";"ATIVOS CIVIS DA UNIAO";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"1339120950,72";"1373541112,72";"1373247541,03";"1373132131,48";"1371949683,39"
"04/06/22";"2016";"20TP";"ATIVOS CIVIS DA UNIAO";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"68044717,28";"68044717,28";"68044717,28";"68044717,28";"68044717,28"
"04/06/22";"2016";"216H";"AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUB";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"1386000,00";"1386000,00";"1202975,79";"1202975,79";"1202975,79"
"04/06/22";"2016";"2549";"COMUNICACAO E DIVULGACAO INSTITUCIONAL";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"35891593,65";"47303514,65";"45991948,32";"43637865,30";"43636664,21"
"04/06/22";"2016";"2549";"COMUNICACAO E DIVULGACAO INSTITUCIONAL";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"575257,35";"575257,35";"575257,35";"533179,22";"533179,22"
"04/06/22";"2016";"2549";"COMUNICACAO E DIVULGACAO INSTITUCIONAL";" -";" -";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"50";"REC.PROPRIOS PRIMARIOS DE LIVRE APLICACAO";"6377820,00";"3849145,00";"3621914,74";"3621914,74";"3621914,74"
"04/06/22";"2016";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0001";"ADMINISTRACAO LEGISLATIVA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"249847483,09";"248611561,09";"242281568,56";"218506441,41";"216423486,70"
"04/06/22";"2016";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0001";"ADMINISTRACAO LEGISLATIVA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"341337,91";"341337,91";"188142,25";"162177,53";"162177,53"
"04/06/22";"2016";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0001";"ADMINISTRACAO LEGISLATIVA";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"15731340,00";"4996457,00";"3952390,24";"3026490,92";"3025631,16"
"04/06/22";"2016";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0001";"ADMINISTRACAO LEGISLATIVA";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"50";"REC.PROPRIOS PRIMARIOS DE LIVRE APLICACAO";"11994667,00";"19452382,00";"17147865,37";"7438988,15";"7418176,75"
"04/06/22";"2016";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0001";"ADMINISTRACAO LEGISLATIVA";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"63";"REC.PROP.DECOR.ALIEN.BENS E DIR.DO PATR.PUB.";"72544,00";"72544,00";"0,00";"0,00";"0,00"
"04/06/22";"2016";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0004";"GESTAO DO SISTEMA DE INFORMATICA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"31255281,82";"24368021,82";"21829151,16";"18680699,73";"18670570,46"
"04/06/22";"2016";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0004";"GESTAO DO SISTEMA DE INFORMATICA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"69,18";"69,18";"69,18";"69,18";"69,18"
"04/06/22";"2016";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0004";"GESTAO DO SISTEMA DE INFORMATICA";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"50";"REC.PROPRIOS PRIMARIOS DE LIVRE APLICACAO";"7886618,00";"2790578,00";"2462752,41";"1956158,37";"1956158,37"
"04/06/22";"2016";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0006";"PRODUCAO E DISTRIBUICAO DE DOCUMENTOS LEGISLATIVOS";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"22744212,00";"18748261,00";"17991899,16";"16844104,04";"16844104,04"
"04/06/22";"2016";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0006";"PRODUCAO E DISTRIBUICAO DE DOCUMENTOS LEGISLATIVOS";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"50";"REC.PROPRIOS PRIMARIOS DE LIVRE APLICACAO";"0,00";"167000,00";"66577,00";"66577,00";"66577,00"
"04/06/22";"2016";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"000C";"DISSEMINACAO DE CONHECIMENTOS LEGISLATIVOS E GERENCIAIS";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"2851095,34";"2787475,34";"1662872,69";"1095463,17";"1094307,47"
"04/06/22";"2016";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"000C";"DISSEMINACAO DE CONHECIMENTOS LEGISLATIVOS E GERENCIAIS";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"2266,66";"2266,66";"0,00";"0,00";"0,00"
"04/06/22";"2016";"4236";"APRECIACAO E JULGAMENTO DE CAUSAS";"0001";"JULGAMENTO DE PROCESSOS";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"461478,71";"461478,71";"461478,71";"456000,00";"456000,00"
"04/06/22";"2016";"4257";"JULGAMENTO DE CAUSAS NA JUSTICA FEDERAL";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"91200,00";"91200,00";"91200,00";"91200,00";"91200,00"
"04/06/22";"2015";"007G";"CONTRIBUICAO A UNIAO INTERPARLAMENTAR";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"00";"RECURSOS ORDINARIOS";"547429,00";"880364,00";"804961,93";"804961,93";"804961,93"
"04/06/22";"2015";"00H7";"CONTRIBUICAO DA UNIAO PARA O CUSTEIO DO REGIME DE PREVIDENCI";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"0";"FINANCEIRO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"13459300,00";"13459300,00";"0,00";"0,00";"0,00"
"04/06/22";"2015";"00M1";"BENEFICIOS ASSISTENCIAIS DECORRENTES DO AUXILIO-FUNERAL E NA";"0001";"AUXILIO-FUNERAL E NATALIDADE DE CIVIS";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"1761516,00";"2531516,00";"2213484,23";"2213484,23";"2213484,23"
"04/06/22";"2015";"00OL";"CONTRIBUICOES E ANUIDADES A ORGANISMOS E ENTIDADES NACIONAIS";"0002";"CONTRIBUICAO A ASSOCIACAO DOS SECRETARIOS-GERAIS DO PARLAMENTO - ASPG";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"00";"RECURSOS ORDINARIOS";"2584,00";"3942,00";"3342,95";"3342,95";"3342,95"
"04/06/22";"2015";"00OL";"CONTRIBUICOES E ANUIDADES A ORGANISMOS E ENTIDADES NACIONAIS";"0003";"CONTRIBUICAO AO GRUPO INTERNACIONAL DE USUARIOS DE PONTOS DE FUNCAO - IFPUG";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"00";"RECURSOS ORDINARIOS";"1883,00";"1883,00";"0,00";"0,00";"0,00"
"04/06/22";"2015";"00OL";"CONTRIBUICOES E ANUIDADES A ORGANISMOS E ENTIDADES NACIONAIS";"0004";"CONTRIBUICAO A FEDERACAO INTERNACIONAL DAS ASSOCIACOES E INSTITUICOES BIBLIOTECARIAS - IFLA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"00";"RECURSOS ORDINARIOS";"2427,00";"2962,00";"2068,76";"2068,76";"2068,76"
"04/06/22";"2015";"00OL";"CONTRIBUICOES E ANUIDADES A ORGANISMOS E ENTIDADES NACIONAIS";"0007";"CONTRIBUICAO A ASSOCIACAO BRASILEIRA DAS ESCOLAS DO LEGISLATIVO E DE CONTAS - ABEL";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"50";"TRANSFERENCIA INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS";"00";"RECURSOS ORDINARIOS";"6000,00";"6000,00";"6000,00";"6000,00";"6000,00"
"04/06/22";"2015";"00OL";"CONTRIBUICOES E ANUIDADES A ORGANISMOS E ENTIDADES NACIONAIS";"000Q";"CONTRIBUICAO A UNIAO NACIONAL DAS INSTITUICOES DE AUTOGESTAO EM SAUDE - UNIDAS";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"50";"TRANSFERENCIA INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS";"00";"RECURSOS ORDINARIOS";"44117,00";"44400,00";"44400,00";"44400,00";"44400,00"
"04/06/22";"2015";"00OL";"CONTRIBUICOES E ANUIDADES A ORGANISMOS E ENTIDADES NACIONAIS";"000R";"CONTRIBUICAO A ORGANIZACAO MUNDIAL DE TURISMO - OMT";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"00";"RECURSOS ORDINARIOS";"10067,00";"13801,00";"10144,80";"10144,80";"10144,80"
"04/06/22";"2015";"00OL";"CONTRIBUICOES E ANUIDADES A ORGANISMOS E ENTIDADES NACIONAIS";"000S";"CONTRIBUICAO AO PARLAMENTO LATINO-AMERICANO";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"00";"RECURSOS ORDINARIOS";"60254,00";"102880,00";"86762,63";"86762,63";"86762,63"
"04/06/22";"2015";"0181";"APOSENTADORIAS E PENSOES CIVIS DA UNIAO";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"871515317,00";"1048952746,00";"1048155671,15";"1048155671,15";"1048155671,15"
"04/06/22";"2015";"0181";"APOSENTADORIAS E PENSOES CIVIS DA UNIAO";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"56";"CONTRIB.DO SERV.PARA O PLANO SEG.SOC.SERV.PUB";"250987460,00";"250987460,00";"250987460,00";"250987460,00";"250987460,00"
"04/06/22";"2015";"0181";"APOSENTADORIAS E PENSOES CIVIS DA UNIAO";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"69";"CONTR.PATRONAL PARA O PLANO SEG.SOC.SERV.PUB.";"246348580,00";"246348580,00";"245495415,41";"245495415,41";"245495415,41"
"04/06/22";"2015";"0284";"AMORTIZACAO E ENCARGOS DE FINANCIAMENTO DA DIVIDA CONTRATUAL";" -";" -";"2";"JUROS E ENCARGOS DA DIVIDA";"0";"FINANCEIRO";"90";"APLICACOES DIRETAS";"44";"TITULOS DE RESPONSAB.DO TN-OUTRAS APLICACOES";"245000,00";"88004,00";"88003,64";"88003,64";"88003,64"
"04/06/22";"2015";"0284";"AMORTIZACAO E ENCARGOS DE FINANCIAMENTO DA DIVIDA CONTRATUAL";" -";" -";"6";"AMORTIZACAO/REFINANCIAMENTO DA DIVIDA";"0";"FINANCEIRO";"90";"APLICACOES DIRETAS";"43";"TITULOS DE RESP.DO TN-REFINANC.DIV.PUB.FED.";"980000,00";"407847,00";"407846,35";"407846,35";"407846,35"
"04/06/22";"2015";"0397";"APOSENTADORIAS E PENSOES DO EXTINTO INSTITUTO DE PREVIDENCIA";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"20623040,08";"23751290,08";"23457626,21";"23457626,21";"23457626,21"
"04/06/22";"2015";"0397";"APOSENTADORIAS E PENSOES DO EXTINTO INSTITUTO DE PREVIDENCIA";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"1196,92";"1196,92";"0,00";"0,00";"0,00"
"04/06/22";"2015";"09HB";"CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"0";"FINANCEIRO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"19396,43";"19396,43";"0,00";"0,00";"0,00"
"04/06/22";"2015";"09HB";"CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"0";"FINANCEIRO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"231471586,57";"231471586,57";"214541591,98";"214511732,85";"214434045,51"
"04/06/22";"2015";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR";"0001";"ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"107859936,08";"113565548,08";"113503762,12";"107203603,04";"106845131,53"
"04/06/22";"2015";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR";"0001";"ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"50";"REC.PROPRIOS PRIMARIOS DE LIVRE APLICACAO";"0,00";"1500000,00";"1500000,00";"188797,07";"188797,07"
"04/06/22";"2015";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR";"0001";"ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"63,92";"63,92";"63,92";"63,92";"63,92"
"04/06/22";"2015";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR";"0001";"ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO";"4";"INVESTIMENTOS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"740000,00";"34388,00";"27733,98";"20183,98";"20183,98"
"04/06/22";"2015";"2010";"ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DOS SERVIDORES CIVIS";"0001";"ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DOS SERVIDORES CIVIS E DE EMPREGADOS";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"6960000,00";"8260000,00";"8145302,62";"8145302,62";"8145302,62"
"04/06/22";"2015";"2011";"AUXILIO-TRANSPORTE AOS SERVIDORES CIVIS, EMPREGADOS E MILITA";"0001";"AUXILIO-TRANSPORTE - CIVIS";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"180000,00";"250000,00";"235593,66";"235593,66";"235593,66"
"04/06/22";"2015";"2012";"AUXILIO-ALIMENTACAO AOS SERVIDORES CIVIS, EMPREGADOS E MILIT";"0001";"AUXILIO-ALIMENTACAO DE CIVIS";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"61691580,00";"60851580,00";"60496439,28";"60496439,28";"60496439,28"
"04/06/22";"2015";"20TP";"ATIVOS CIVIS DA UNIAO";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"1434429370,10";"1408988085,10";"1408804064,79";"1408484970,11";"1407317927,97"
"04/06/22";"2015";"20TP";"ATIVOS CIVIS DA UNIAO";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"58821859,90";"58821859,90";"58815618,10";"58815618,10";"58815618,10"
"04/06/22";"2015";"2549";"COMUNICACAO E DIVULGACAO INSTITUCIONAL";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"50990324,01";"46990324,01";"41363088,43";"34757282,85";"34730151,60"
"04/06/22";"2015";"2549";"COMUNICACAO E DIVULGACAO INSTITUCIONAL";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"518453,99";"518453,99";"471835,63";"375191,96";"375191,96"
"04/06/22";"2015";"2549";"COMUNICACAO E DIVULGACAO INSTITUCIONAL";" -";" -";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"10000000,00";"5652328,00";"4428739,38";"623669,91";"623669,91"
"04/06/22";"2015";"2549";"COMUNICACAO E DIVULGACAO INSTITUCIONAL";" -";" -";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"50";"REC.PROPRIOS PRIMARIOS DE LIVRE APLICACAO";"0,00";"21221379,00";"16677242,07";"0,00";"0,00"
"04/06/22";"2015";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0001";"ADMINISTRACAO LEGISLATIVA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"270887264,42";"262133025,42";"228824660,50";"189062193,79";"188613175,35"
"04/06/22";"2015";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0001";"ADMINISTRACAO LEGISLATIVA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"50";"REC.PROPRIOS PRIMARIOS DE LIVRE APLICACAO";"4857845,00";"157845,00";"0,00";"0,00";"0,00"
"04/06/22";"2015";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0001";"ADMINISTRACAO LEGISLATIVA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"856084,58";"856084,58";"537241,58";"172336,82";"172336,82"
"04/06/22";"2015";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0001";"ADMINISTRACAO LEGISLATIVA";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"53747110,00";"34218715,00";"32584620,00";"2600901,51";"2600901,51"
"04/06/22";"2015";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0004";"GESTAO DO SISTEMA DE INFORMATICA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"23495945,97";"30855312,97";"21801335,36";"16552284,51";"16552284,51"
"04/06/22";"2015";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0004";"GESTAO DO SISTEMA DE INFORMATICA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"1880,03";"1880,03";"1879,99";"1879,99";"1879,99"
"04/06/22";"2015";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0004";"GESTAO DO SISTEMA DE INFORMATICA";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"0,00";"20551663,00";"13902842,32";"1231116,79";"1231116,79"
"04/06/22";"2015";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0005";"REDE DE INTEGRACAO E PARTICIPACAO LEGISLATIVA - INTERLEGIS";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"4619584,00";"75045,00";"75044,79";"70722,84";"70722,84"
